id,city,Hotel Name,Price,Review Score (/10),Hotel URL,Description,Latitude,Longitude,Distance (km)
47,Cairo,Cairo Pyramids Hotel 3,1329.56,,https://booking.com/hotel/eg/cairo-47,Historic hotel with panoramic views of the Nile,28.788661,31.601974,7.4
48,Cairo,Nile Ritz-Carlton 3,3632.68,9.0,https://booking.com/hotel/eg/cairo-48,Premium hotel offering authentic Egyptian hospitality,25.38174,32.578461,0.9
49,Cairo,Tolip Golden Hotel 3,550.09,,https://booking.com/hotel/eg/cairo-49,Family-friendly hotel with pool and kids club,26.497982,26.732019,11.1
50,Cairo,Dana Inn Maadi 3,2973.83,9.7,https://booking.com/hotel/eg/cairo-50,Modern hotel in the heart of the city with easy access to attractions,24.478489,25.153045,23.4
51,Cairo,Le Riad Hotel de Charme 3,1917.18,10.0,https://booking.com/hotel/eg/cairo-51,Elegant resort with spa and wellness center,30.96697,34.442516,21.7
52,Cairo,Arabian Nights Hotel 3,926.21,8.5,https://booking.com/hotel/eg/cairo-52,Charming boutique hotel with traditional Egyptian decor,28.111238,29.582529,13.9
53,Cairo,Pyramids View Inn 3,1519.31,8.3,https://booking.com/hotel/eg/cairo-53,Premium hotel offering authentic Egyptian hospitality,23.963501,27.739611,5.8
54,Cairo,Cairo Downtown Hotel 3,609.84,7.9,https://booking.com/hotel/eg/cairo-54,Contemporary hotel near shopping and dining districts,22.676292,28.189756,21.2
55,Cairo,Four Seasons Cairo at Nile Plaza 4,471.53,,https://booking.com/hotel/eg/cairo-55,Modern hotel in the heart of the city with easy access to attractions,24.476598,29.960375,17.5
56,Cairo,Marriott Mena House 4,1015.92,,https://booking.com/hotel/eg/cairo-56,Budget-friendly hotel with clean rooms and friendly staff,29.633069,27.820346,4.8
57,Cairo,Steigenberger El Tahrir 4,574.15,5.7,https://booking.com/hotel/eg/cairo-57,Contemporary hotel near shopping and dining districts,27.515168,33.671166,14.3
58,Cairo,Kempinski Nile Hotel 4,250.52,,https://booking.com/hotel/eg/cairo-58,Contemporary hotel near shopping and dining districts,29.133275,32.545429,3.0
59,Cairo,Sofitel Cairo Nile El Gezirah 4,671.64,8.9,https://booking.com/hotel/eg/cairo-59,Historic hotel with panoramic views of the Nile,24.827534,25.999849,1.8
60,Cairo,Fairmont Nile City 4,910.17,7.7,https://booking.com/hotel/eg/cairo-60,Beachfront resort with private beach and water sports,27.44766,31.318372,11.5
61,Cairo,Conrad Cairo 4,297.43,6.3,https://booking.com/hotel/eg/cairo-61,Beachfront resort with private beach and water sports,30.988848,32.812961,3.3
62,Cairo,InterContinental Semiramis 4,862.31,9.8,https://booking.com/hotel/eg/cairo-62,Budget-friendly hotel with clean rooms and friendly staff,29.234351,31.182181,3.0
63,Cairo,Ramses Hilton 4,809.14,,https://booking.com/hotel/eg/cairo-63,Modern hotel in the heart of the city with easy access to attractions,30.473021,26.466048,13.1
64,Cairo,Hilton Cairo World Trade Center 4,443.39,,https://booking.com/hotel/eg/cairo-64,Elegant resort with spa and wellness center,25.555573,28.706421,20.4
65,Cairo,Cairo Pyramids Hotel 4,390.97,,https://booking.com/hotel/eg/cairo-65,Historic hotel with panoramic views of the Nile,28.698301,27.487242,8.6
66,Cairo,Nile Ritz-Carlton 4,1974.54,7.1,https://booking.com/hotel/eg/cairo-66,Premium hotel offering authentic Egyptian hospitality,29.039252,32.671949,20.7
67,Cairo,Tolip Golden Hotel 4,201.63,6.5,https://booking.com/hotel/eg/cairo-67,Budget-friendly hotel with clean rooms and friendly staff,25.561271,27.857121,21.8
68,Cairo,Dana Inn Maadi 4,1223.24,,https://booking.com/hotel/eg/cairo-68,Historic hotel with panoramic views of the Nile,29.620038,34.779007,14.1
69,Cairo,Le Riad Hotel de Charme 4,537.04,7.7,https://booking.com/hotel/eg/cairo-69,Family-friendly hotel with pool and kids club,24.403407,31.954111,2.3
70,Cairo,Arabian Nights Hotel 4,456.0,7.1,https://booking.com/hotel/eg/cairo-70,Luxurious hotel with stunning views and world-class amenities,27.961802,30.843143,22.6
71,Cairo,Pyramids View Inn 4,3834.68,,https://booking.com/hotel/eg/cairo-71,Beachfront resort with private beach and water sports,26.405135,28.533522,14.8
72,Cairo,Cairo Downtown Hotel 4,348.4,,https://booking.com/hotel/eg/cairo-72,Budget-friendly hotel with clean rooms and friendly staff,24.469524,29.532408,1.3
73,Cairo,Four Seasons Cairo at Nile Plaza 5,396.92,5.9,https://booking.com/hotel/eg/cairo-73,Charming boutique hotel with traditional Egyptian decor,29.814104,34.497999,18.3
74,Cairo,Marriott Mena House 5,231.32,10.0,https://booking.com/hotel/eg/cairo-74,Modern hotel in the heart of the city with easy access to attractions,27.240085,26.648343,10.6
75,Cairo,Steigenberger El Tahrir 5,610.09,9.6,https://booking.com/hotel/eg/cairo-75,Family-friendly hotel with pool and kids club,29.120994,28.929894,20.8
76,Cairo,Kempinski Nile Hotel 5,381.72,,https://booking.com/hotel/eg/cairo-76,Luxurious hotel with stunning views and world-class amenities,22.129884,25.753591,17.4
77,Cairo,Sofitel Cairo Nile El Gezirah 5,726.25,8.2,https://booking.com/hotel/eg/cairo-77,Contemporary hotel near shopping and dining districts,29.30538,34.447657,21.3
78,Cairo,Fairmont Nile City 5,776.36,,https://booking.com/hotel/eg/cairo-78,Budget-friendly hotel with clean rooms and friendly staff,23.227014,34.54051,15.4
79,Cairo,Conrad Cairo 5,1175.32,6.5,https://booking.com/hotel/eg/cairo-79,Elegant resort with spa and wellness center,22.210755,29.981652,12.2
80,Cairo,InterContinental Semiramis 5,439.51,8.9,https://booking.com/hotel/eg/cairo-80,Family-friendly hotel with pool and kids club,22.839878,32.918178,15.0
81,Cairo,Ramses Hilton 5,82.51,7.0,https://booking.com/hotel/eg/cairo-81,Modern hotel in the heart of the city with easy access to attractions,29.647924,34.031511,15.6
82,Cairo,Hilton Cairo World Trade Center 5,694.54,8.1,https://booking.com/hotel/eg/cairo-82,Charming boutique hotel with traditional Egyptian decor,30.589508,28.482555,13.1
83,Cairo,Cairo Pyramids Hotel 5,450.62,9.4,https://booking.com/hotel/eg/cairo-83,Charming boutique hotel with traditional Egyptian decor,28.627598,32.964718,11.8
84,Cairo,Nile Ritz-Carlton 5,961.59,,https://booking.com/hotel/eg/cairo-84,Family-friendly hotel with pool and kids club,31.310309,29.926181,8.6
85,Cairo,Tolip Golden Hotel 5,1063.04,7.7,https://booking.com/hotel/eg/cairo-85,Budget-friendly hotel with clean rooms and friendly staff,26.371132,30.847661,10.3
86,Cairo,Dana Inn Maadi 5,626.25,8.5,https://booking.com/hotel/eg/cairo-86,Budget-friendly hotel with clean rooms and friendly staff,30.51949,29.739616,16.9
87,Cairo,Le Riad Hotel de Charme 5,320.63,,https://booking.com/hotel/eg/cairo-87,Premium hotel offering authentic Egyptian hospitality,24.126566,33.217906,9.0
88,Cairo,Arabian Nights Hotel 5,550.77,7.7,https://booking.com/hotel/eg/cairo-88,Family-friendly hotel with pool and kids club,26.377398,27.063337,9.4
89,Cairo,Pyramids View Inn 5,3202.8,,https://booking.com/hotel/eg/cairo-89,Budget-friendly hotel with clean rooms and friendly staff,26.570881,31.877847,13.0
90,Cairo,Cairo Downtown Hotel 5,684.17,,https://booking.com/hotel/eg/cairo-90,Luxurious hotel with stunning views and world-class amenities,24.630338,33.062013,18.8
91,Cairo,Four Seasons Cairo at Nile Plaza 6,435.11,7.1,https://booking.com/hotel/eg/cairo-91,Historic hotel with panoramic views of the Nile,24.243107,32.599554,13.5
92,Cairo,Marriott Mena House 6,543.3,,https://booking.com/hotel/eg/cairo-92,Charming boutique hotel with traditional Egyptian decor,28.776821,33.952068,13.0
93,Cairo,Steigenberger El Tahrir 6,736.53,7.6,https://booking.com/hotel/eg/cairo-93,Charming boutique hotel with traditional Egyptian decor,25.773056,26.048692,18.6
94,Cairo,Kempinski Nile Hotel 6,309.69,,https://booking.com/hotel/eg/cairo-94,Contemporary hotel near shopping and dining districts,25.059752,27.11448,8.5
95,Cairo,Sofitel Cairo Nile El Gezirah 6,2565.0,8.9,https://booking.com/hotel/eg/cairo-95,Modern hotel in the heart of the city with easy access to attractions,22.825743,30.371065,14.9
96,Cairo,Fairmont Nile City 6,467.59,,https://booking.com/hotel/eg/cairo-96,Budget-friendly hotel with clean rooms and friendly staff,25.205745,33.996474,15.4
97,Cairo,Conrad Cairo 6,2358.14,,https://booking.com/hotel/eg/cairo-97,Historic hotel with panoramic views of the Nile,27.754861,27.372268,3.0
98,Cairo,InterContinental Semiramis 6,461.05,,https://booking.com/hotel/eg/cairo-98,Elegant resort with spa and wellness center,30.519272,25.802337,13.4
99,Cairo,Ramses Hilton 6,403.11,8.3,https://booking.com/hotel/eg/cairo-99,Beachfront resort with private beach and water sports,22.05035,34.750672,12.5
100,Cairo,Hilton Cairo World Trade Center 6,621.46,8.5,https://booking.com/hotel/eg/cairo-100,Elegant resort with spa and wellness center,26.527885,33.385826,5.5
101,Cairo,Cairo Pyramids Hotel 6,1293.95,6.7,https://booking.com/hotel/eg/cairo-101,Beachfront resort with private beach and water sports,24.302892,26.148368,15.5
102,Cairo,Nile Ritz-Carlton 6,1108.65,6.4,https://booking.com/hotel/eg/cairo-102,Beachfront resort with private beach and water sports,25.046101,30.938831,9.5
103,Cairo,Tolip Golden Hotel 6,824.02,10.0,https://booking.com/hotel/eg/cairo-103,Modern hotel in the heart of the city with easy access to attractions,25.062362,33.098744,6.7
104,Cairo,Dana Inn Maadi 6,3252.55,8.4,https://booking.com/hotel/eg/cairo-104,Elegant resort with spa and wellness center,27.757968,32.942894,3.1
105,Cairo,Le Riad Hotel de Charme 6,2107.49,7.1,https://booking.com/hotel/eg/cairo-105,Family-friendly hotel with pool and kids club,28.943241,34.383405,4.9
106,Cairo,Arabian Nights Hotel 6,2217.24,,https://booking.com/hotel/eg/cairo-106,Elegant resort with spa and wellness center,28.855167,25.480946,19.6
107,Cairo,Pyramids View Inn 6,1017.94,8.6,https://booking.com/hotel/eg/cairo-107,Charming boutique hotel with traditional Egyptian decor,23.560525,33.145747,16.8
108,Cairo,Cairo Downtown Hotel 6,113.69,8.2,https://booking.com/hotel/eg/cairo-108,Budget-friendly hotel with clean rooms and friendly staff,28.48833,29.519486,18.0
109,Cairo,Four Seasons Cairo at Nile Plaza 7,812.53,8.8,https://booking.com/hotel/eg/cairo-109,Luxurious hotel with stunning views and world-class amenities,24.206021,33.995746,9.9
110,Cairo,Marriott Mena House 7,1358.22,7.9,https://booking.com/hotel/eg/cairo-110,Charming boutique hotel with traditional Egyptian decor,26.099517,28.328158,18.4
111,Cairo,Steigenberger El Tahrir 7,328.49,8.4,https://booking.com/hotel/eg/cairo-111,Luxurious hotel with stunning views and world-class amenities,27.06788,33.938926,19.8
112,Cairo,Kempinski Nile Hotel 7,460.59,,https://booking.com/hotel/eg/cairo-112,Contemporary hotel near shopping and dining districts,23.359716,27.045446,18.0
113,Cairo,Sofitel Cairo Nile El Gezirah 7,337.01,7.3,https://booking.com/hotel/eg/cairo-113,Beachfront resort with private beach and water sports,26.341502,31.039579,12.8
114,Cairo,Fairmont Nile City 7,819.28,4.7,https://booking.com/hotel/eg/cairo-114,Modern hotel in the heart of the city with easy access to attractions,22.115929,30.984427,14.4
115,Cairo,Conrad Cairo 7,488.61,9.2,https://booking.com/hotel/eg/cairo-115,Premium hotel offering authentic Egyptian hospitality,25.25398,27.27351,10.9
116,Cairo,InterContinental Semiramis 7,885.84,8.7,https://booking.com/hotel/eg/cairo-116,Elegant resort with spa and wellness center,26.805942,31.114542,0.9
117,Cairo,Ramses Hilton 7,788.49,7.9,https://booking.com/hotel/eg/cairo-117,Beachfront resort with private beach and water sports,29.505804,25.230226,16.5
118,Cairo,Hilton Cairo World Trade Center 7,1188.7,7.0,https://booking.com/hotel/eg/cairo-118,Charming boutique hotel with traditional Egyptian decor,28.99622,34.34367,23.2
119,Cairo,Cairo Pyramids Hotel 7,574.34,10.0,https://booking.com/hotel/eg/cairo-119,Family-friendly hotel with pool and kids club,25.603404,32.442497,5.5
120,Cairo,Nile Ritz-Carlton 7,1011.47,6.7,https://booking.com/hotel/eg/cairo-120,Beachfront resort with private beach and water sports,27.105258,34.198556,9.0
121,Cairo,Tolip Golden Hotel 7,809.88,7.4,https://booking.com/hotel/eg/cairo-121,Charming boutique hotel with traditional Egyptian decor,24.358151,30.77632,4.6
122,Cairo,Dana Inn Maadi 7,2528.08,,https://booking.com/hotel/eg/cairo-122,Luxurious hotel with stunning views and world-class amenities,25.442742,30.805884,16.0
123,Cairo,Le Riad Hotel de Charme 7,536.4,,https://booking.com/hotel/eg/cairo-123,Elegant resort with spa and wellness center,26.770853,30.95385,2.1
124,Cairo,Arabian Nights Hotel 7,274.45,8.0,https://booking.com/hotel/eg/cairo-124,Luxurious hotel with stunning views and world-class amenities,22.347222,29.720669,14.3
125,Cairo,Pyramids View Inn 7,592.6,,https://booking.com/hotel/eg/cairo-125,Charming boutique hotel with traditional Egyptian decor,26.306244,30.243903,11.3
126,Cairo,Cairo Downtown Hotel 7,1802.39,,https://booking.com/hotel/eg/cairo-126,Luxurious hotel with stunning views and world-class amenities,25.176447,25.755034,19.0
127,Cairo,Four Seasons Cairo at Nile Plaza 8,126.63,,https://booking.com/hotel/eg/cairo-127,Charming boutique hotel with traditional Egyptian decor,28.117996,29.087342,1.1
128,Cairo,Marriott Mena House 8,980.69,6.9,https://booking.com/hotel/eg/cairo-128,Luxurious hotel with stunning views and world-class amenities,27.241365,27.538886,5.3
129,Cairo,Steigenberger El Tahrir 8,5203.56,8.0,https://booking.com/hotel/eg/cairo-129,Family-friendly hotel with pool and kids club,23.696174,31.527461,6.3
130,Cairo,Kempinski Nile Hotel 8,548.8,7.4,https://booking.com/hotel/eg/cairo-130,Elegant resort with spa and wellness center,29.665076,34.626493,23.6
131,Cairo,Sofitel Cairo Nile El Gezirah 8,533.44,6.5,https://booking.com/hotel/eg/cairo-131,Modern hotel in the heart of the city with easy access to attractions,22.123518,25.855085,5.6
132,Cairo,Fairmont Nile City 8,174.89,9.9,https://booking.com/hotel/eg/cairo-132,Family-friendly hotel with pool and kids club,25.247265,27.594234,9.8
133,Cairo,Conrad Cairo 8,191.46,8.5,https://booking.com/hotel/eg/cairo-133,Historic hotel with panoramic views of the Nile,29.351428,28.627579,21.6
134,Cairo,InterContinental Semiramis 8,500.68,8.1,https://booking.com/hotel/eg/cairo-134,Contemporary hotel near shopping and dining districts,29.598625,29.252135,1.1
135,Cairo,Ramses Hilton 8,850.85,5.7,https://booking.com/hotel/eg/cairo-135,Contemporary hotel near shopping and dining districts,24.07122,31.450542,10.8
136,Cairo,Hilton Cairo World Trade Center 8,1607.48,9.2,https://booking.com/hotel/eg/cairo-136,Family-friendly hotel with pool and kids club,29.743017,29.980908,2.1
137,Cairo,Cairo Pyramids Hotel 8,629.43,4.7,https://booking.com/hotel/eg/cairo-137,Family-friendly hotel with pool and kids club,22.10446,26.368856,22.6
138,Cairo,Nile Ritz-Carlton 8,816.33,9.0,https://booking.com/hotel/eg/cairo-138,Budget-friendly hotel with clean rooms and friendly staff,26.695602,30.732944,21.0
139,Cairo,Tolip Golden Hotel 8,2044.93,7.2,https://booking.com/hotel/eg/cairo-139,Modern hotel in the heart of the city with easy access to attractions,23.579692,32.380336,2.5
140,Cairo,Dana Inn Maadi 8,211.14,8.5,https://booking.com/hotel/eg/cairo-140,Elegant resort with spa and wellness center,26.153337,34.155137,18.2
141,Cairo,Le Riad Hotel de Charme 8,1025.36,8.0,https://booking.com/hotel/eg/cairo-141,Elegant resort with spa and wellness center,30.899883,32.325721,5.8
142,Cairo,Arabian Nights Hotel 8,419.68,7.9,https://booking.com/hotel/eg/cairo-142,Modern hotel in the heart of the city with easy access to attractions,27.921659,29.742373,8.9
143,Cairo,Pyramids View Inn 8,288.09,5.7,https://booking.com/hotel/eg/cairo-143,Elegant resort with spa and wellness center,26.13086,27.46402,20.6
144,Cairo,Cairo Downtown Hotel 8,1103.15,,https://booking.com/hotel/eg/cairo-144,Modern hotel in the heart of the city with easy access to attractions,22.979391,28.145966,20.3
145,Cairo,Four Seasons Cairo at Nile Plaza 9,1448.15,8.6,https://booking.com/hotel/eg/cairo-145,Luxurious hotel with stunning views and world-class amenities,23.758763,30.419009,21.9
146,Cairo,Marriott Mena House 9,1492.36,8.5,https://booking.com/hotel/eg/cairo-146,Historic hotel with panoramic views of the Nile,28.0537,34.805768,22.6
147,Cairo,Steigenberger El Tahrir 9,1579.12,7.5,https://booking.com/hotel/eg/cairo-147,Premium hotel offering authentic Egyptian hospitality,22.374555,32.055752,23.2
148,Cairo,Kempinski Nile Hotel 9,733.36,,https://booking.com/hotel/eg/cairo-148,Family-friendly hotel with pool and kids club,26.495496,28.128549,3.5
149,Cairo,Sofitel Cairo Nile El Gezirah 9,345.36,,https://booking.com/hotel/eg/cairo-149,Contemporary hotel near shopping and dining districts,29.555747,32.450645,1.8
150,Cairo,Fairmont Nile City 9,1088.51,10.0,https://booking.com/hotel/eg/cairo-150,Elegant resort with spa and wellness center,24.185084,26.205669,2.4
151,Cairo,Conrad Cairo 9,873.1,9.3,https://booking.com/hotel/eg/cairo-151,Contemporary hotel near shopping and dining districts,24.995258,30.394913,19.9
152,Cairo,InterContinental Semiramis 9,325.16,8.8,https://booking.com/hotel/eg/cairo-152,Premium hotel offering authentic Egyptian hospitality,30.328321,29.175061,11.8
153,Cairo,Ramses Hilton 9,834.16,8.6,https://booking.com/hotel/eg/cairo-153,Contemporary hotel near shopping and dining districts,22.090112,25.526838,2.7
154,Cairo,Hilton Cairo World Trade Center 9,579.68,,https://booking.com/hotel/eg/cairo-154,Budget-friendly hotel with clean rooms and friendly staff,27.517193,27.71687,10.3
155,Cairo,Cairo Pyramids Hotel 9,537.51,7.0,https://booking.com/hotel/eg/cairo-155,Luxurious hotel with stunning views and world-class amenities,24.268383,26.104741,9.2
156,Cairo,Nile Ritz-Carlton 9,297.41,,https://booking.com/hotel/eg/cairo-156,Budget-friendly hotel with clean rooms and friendly staff,24.634024,34.103391,1.6
157,Cairo,Tolip Golden Hotel 9,286.94,,https://booking.com/hotel/eg/cairo-157,Budget-friendly hotel with clean rooms and friendly staff,28.456649,27.182539,23.8
158,Cairo,Dana Inn Maadi 9,1461.85,7.5,https://booking.com/hotel/eg/cairo-158,Modern hotel in the heart of the city with easy access to attractions,23.586822,34.911686,6.2
159,Cairo,Le Riad Hotel de Charme 9,759.88,8.4,https://booking.com/hotel/eg/cairo-159,Premium hotel offering authentic Egyptian hospitality,22.445981,28.840906,1.4
160,Cairo,Arabian Nights Hotel 9,1004.47,,https://booking.com/hotel/eg/cairo-160,Budget-friendly hotel with clean rooms and friendly staff,30.813647,34.949078,4.8
161,Cairo,Pyramids View Inn 9,1729.08,8.8,https://booking.com/hotel/eg/cairo-161,Elegant resort with spa and wellness center,30.525643,29.633807,15.8
162,Cairo,Cairo Downtown Hotel 9,1538.9,7.6,https://booking.com/hotel/eg/cairo-162,Elegant resort with spa and wellness center,24.5232,26.295149,22.3
163,Cairo,Four Seasons Cairo at Nile Plaza 10,1636.87,8.1,https://booking.com/hotel/eg/cairo-163,Elegant resort with spa and wellness center,30.8501,32.352127,7.4
164,Cairo,Marriott Mena House 10,869.19,,https://booking.com/hotel/eg/cairo-164,Historic hotel with panoramic views of the Nile,24.467661,32.234201,12.6
165,Cairo,Steigenberger El Tahrir 10,439.62,8.1,https://booking.com/hotel/eg/cairo-165,Elegant resort with spa and wellness center,30.38761,30.16079,22.7
166,Cairo,Kempinski Nile Hotel 10,2957.21,8.8,https://booking.com/hotel/eg/cairo-166,Luxurious hotel with stunning views and world-class amenities,30.346985,32.97426,16.6
167,Cairo,Sofitel Cairo Nile El Gezirah 10,1282.27,8.4,https://booking.com/hotel/eg/cairo-167,Premium hotel offering authentic Egyptian hospitality,23.005424,31.989907,5.1
168,Cairo,Fairmont Nile City 10,1528.69,,https://booking.com/hotel/eg/cairo-168,Family-friendly hotel with pool and kids club,29.063328,26.607599,20.5
169,Cairo,Conrad Cairo 10,616.59,7.5,https://booking.com/hotel/eg/cairo-169,Luxurious hotel with stunning views and world-class amenities,27.318521,26.158439,9.7
