id,city,Restaurant,Location,Cuisines,URL,Total_Items,Prices_List,Min_Price,Max_Price,Avg_Price
31,Cairo,Abou Tarek 2,Dokki,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/abou-tarek-2-31,55,87.19-162.19,87.19,162.19,124.69
32,Cairo,Koshary Abou Tarek 2,Mohandessin,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/koshary-abou-tarek-2-32,105,99.43-231.79,99.43,231.79,165.61
33,Cairo,Sequoia 2,Heliopolis,"American,Burgers,Fast Food",https://talabat.com/eg/cairo/sequoia-2-33,115,48.71-206.29,48.71,206.29,127.5
34,Cairo,Zooba 2,Giza,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/zooba-2-34,68,87.78-332.86,87.78,332.86,210.32
35,Cairo,Fasahat Somaya 2,New Cairo,"Thai,Asian,Vegetarian",https://talabat.com/eg/cairo/fasahat-somaya-2-35,94,70.03-329.35,70.03,329.35,199.69
36,Cairo,El Prince 2,New Cairo,"Thai,Asian,Vegetarian",https://talabat.com/eg/cairo/el-prince-2-36,37,122.27-334.99,122.27,334.99,228.63
37,Cairo,Maison Thomas 2,Khan El Khalili,"Thai,Asian,Vegetarian",https://talabat.com/eg/cairo/maison-thomas-2-37,102,93.74-449.61,93.74,449.61,271.68
38,Cairo,Taboula 2,Zamalek,"Vegetarian,Vegan,Healthy",https://talabat.com/eg/cairo/taboula-2-38,36,77.16-286.78,77.16,286.78,181.97
39,Cairo,Cairo Kitchen 2,New Cairo,"Vegetarian,Vegan,Healthy",https://talabat.com/eg/cairo/cairo-kitchen-2-39,65,36.84-104.36,36.84,104.36,70.6
40,Cairo,Kazouza 2,Giza,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/kazouza-2-40,89,40.58-108.71,40.58,108.71,74.64
41,Cairo,Andrea El Mariouteya 2,Mohandessin,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/andrea-el-mariouteya-2-41,39,81.38-286.86,81.38,286.86,184.12
42,Cairo,Sea Gull 2,Nasr City,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/cairo/sea-gull-2-42,100,32.23-117.13,32.23,117.13,74.68
43,Cairo,Samakmak 2,Nasr City,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/samakmak-2-43,20,63.07-247.7,63.07,247.7,155.38
44,Cairo,Fish Market 2,Khan El Khalili,"Italian,Pizza,Pasta",https://talabat.com/eg/cairo/fish-market-2-44,25,62.31-285.83,62.31,285.83,174.07
45,Cairo,Gad 2,6th of October,"Lebanese,Middle Eastern,Arabic",https://talabat.com/eg/cairo/gad-2-45,49,97.29-370.26,97.29,370.26,233.78
46,Cairo,Felfela 2,6th of October,"Japanese,Sushi,Asian",https://talabat.com/eg/cairo/felfela-2-46,45,67.23-253.28,67.23,253.28,160.25
47,Cairo,Tikka Grill 2,Downtown Cairo,"Vegetarian,Vegan,Healthy",https://talabat.com/eg/cairo/tikka-grill-2-47,72,120.59-399.16,120.59,399.16,259.88
48,Cairo,El Shabrawy 2,Zamalek,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/cairo/el-shabrawy-2-48,33,33.52-57.12,33.52,57.12,45.32
49,Cairo,Mori Sushi 2,Giza,"American,Burgers,Fast Food",https://talabat.com/eg/cairo/mori-sushi-2-49,61,115.2-469.97,115.2,469.97,292.59
50,Cairo,Crimson Bar & Grill 2,Downtown Cairo,"Japanese,Sushi,Asian",https://talabat.com/eg/cairo/crimson-bar-&-grill-2-50,75,51.81-95.49,51.81,95.49,73.65
51,Cairo,Naguib Mahfouz Cafe 2,Dokki,"Seafood,Mediterranean",https://talabat.com/eg/cairo/naguib-mahfouz-cafe-2-51,33,66.8-195.36,66.8,195.36,131.08
52,Cairo,El Tabbala 2,Pyramids Area,"Egyptian,Arabic,Middle Eastern",https://talabat.com/eg/cairo/el-tabbala-2-52,105,46.17-225.22,46.17,225.22,135.69
53,Cairo,Osmanly 2,Downtown Cairo,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/osmanly-2-53,114,38.12-106.32,38.12,106.32,72.22
54,Cairo,Sabaya 2,6th of October,"American,Burgers,Fast Food",https://talabat.com/eg/cairo/sabaya-2-54,99,68.79-329.07,68.79,329.07,198.93
55,Cairo,Le Deck 2,Maadi,"Italian,Pizza,Pasta",https://talabat.com/eg/cairo/le-deck-2-55,101,33.74-82.65,33.74,82.65,58.2
56,Cairo,Birdcage 2,Khan El Khalili,"Seafood,Mediterranean",https://talabat.com/eg/cairo/birdcage-2-56,47,73.08-247.51,73.08,247.51,160.29
57,Cairo,Crimson 2,Dokki,"French,European,Fine Dining",https://talabat.com/eg/cairo/crimson-2-57,39,61.42-297.07,61.42,297.07,179.25
58,Cairo,Pier 88 2,Nasr City,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/pier-88-2-58,88,35.71-133.71,35.71,133.71,84.71
59,Cairo,The Blue Restaurant 2,Downtown Cairo,"French,European,Fine Dining",https://talabat.com/eg/cairo/the-blue-restaurant-2-59,117,74.01-228.12,74.01,228.12,151.06
60,Cairo,Nile Maxim 2,6th of October,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/nile-maxim-2-60,47,120.18-256.45,120.18,256.45,188.31
61,Cairo,Abou Tarek 3,Giza,"Lebanese,Middle Eastern,Arabic",https://talabat.com/eg/cairo/abou-tarek-3-61,38,108.85-214.9,108.85,214.9,161.88
62,Cairo,Koshary Abou Tarek 3,Garden City,"Seafood,Mediterranean",https://talabat.com/eg/cairo/koshary-abou-tarek-3-62,116,50.42-76.4,50.42,76.4,63.41
63,Cairo,Sequoia 3,Khan El Khalili,"Indian,Asian,Vegetarian",https://talabat.com/eg/cairo/sequoia-3-63,47,33.95-86.12,33.95,86.12,60.04
64,Cairo,Zooba 3,Garden City,"Japanese,Sushi,Asian",https://talabat.com/eg/cairo/zooba-3-64,89,95.43-386.24,95.43,386.24,240.84
65,Cairo,Fasahat Somaya 3,Dokki,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/fasahat-somaya-3-65,39,58.48-126.5,58.48,126.5,92.49
66,Cairo,El Prince 3,Khan El Khalili,"Italian,Pizza,Pasta",https://talabat.com/eg/cairo/el-prince-3-66,102,91.21-138.2,91.21,138.2,114.7
67,Cairo,Maison Thomas 3,6th of October,"Japanese,Sushi,Asian",https://talabat.com/eg/cairo/maison-thomas-3-67,37,70.15-342.79,70.15,342.79,206.47
68,Cairo,Taboula 3,Mohandessin,"Indian,Asian,Vegetarian",https://talabat.com/eg/cairo/taboula-3-68,55,99.42-211.4,99.42,211.4,155.41
69,Cairo,Cairo Kitchen 3,Garden City,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/cairo-kitchen-3-69,60,90.59-306.06,90.59,306.06,198.32
70,Cairo,Kazouza 3,Nile Corniche,"Seafood,Mediterranean",https://talabat.com/eg/cairo/kazouza-3-70,115,93.09-429.38,93.09,429.38,261.24
71,Cairo,Andrea El Mariouteya 3,Garden City,"French,European,Fine Dining",https://talabat.com/eg/cairo/andrea-el-mariouteya-3-71,39,87.12-212.96,87.12,212.96,150.04
72,Cairo,Sea Gull 3,New Cairo,"Japanese,Sushi,Asian",https://talabat.com/eg/cairo/sea-gull-3-72,107,147.39-568.93,147.39,568.93,358.16
73,Cairo,Samakmak 3,Dokki,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/samakmak-3-73,99,122.6-545.65,122.6,545.65,334.12
74,Cairo,Fish Market 3,Nile Corniche,"Thai,Asian,Vegetarian",https://talabat.com/eg/cairo/fish-market-3-74,74,109.95-266.82,109.95,266.82,188.38
75,Cairo,Gad 3,6th of October,"Italian,Pizza,Pasta",https://talabat.com/eg/cairo/gad-3-75,74,34.31-109.45,34.31,109.45,71.88
76,Cairo,Felfela 3,Heliopolis,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/felfela-3-76,70,118.44-452.19,118.44,452.19,285.31
77,Cairo,Tikka Grill 3,Giza,"Egyptian,Arabic,Middle Eastern",https://talabat.com/eg/cairo/tikka-grill-3-77,72,73.07-354.25,73.07,354.25,213.66
78,Cairo,El Shabrawy 3,Nile Corniche,"Indian,Asian,Vegetarian",https://talabat.com/eg/cairo/el-shabrawy-3-78,118,40.19-107.15,40.19,107.15,73.67
79,Cairo,Mori Sushi 3,Khan El Khalili,"Seafood,Mediterranean",https://talabat.com/eg/cairo/mori-sushi-3-79,98,142.12-286.66,142.12,286.66,214.39
80,Cairo,Crimson Bar & Grill 3,Nile Corniche,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/cairo/crimson-bar-&-grill-3-80,38,42.78-189.86,42.78,189.86,116.32
81,Cairo,Naguib Mahfouz Cafe 3,Giza,"Seafood,Mediterranean",https://talabat.com/eg/cairo/naguib-mahfouz-cafe-3-81,52,55.13-190.22,55.13,190.22,122.67
82,Cairo,El Tabbala 3,New Cairo,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/el-tabbala-3-82,83,39.87-184.28,39.87,184.28,112.08
83,Cairo,Osmanly 3,Zamalek,"Japanese,Sushi,Asian",https://talabat.com/eg/cairo/osmanly-3-83,54,140.49-562.71,140.49,562.71,351.6
84,Cairo,Sabaya 3,Nasr City,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/sabaya-3-84,62,72.79-304.64,72.79,304.64,188.72
85,Cairo,Le Deck 3,Pyramids Area,"Egyptian,Arabic,Middle Eastern",https://talabat.com/eg/cairo/le-deck-3-85,36,142.62-647.63,142.62,647.63,395.12
86,Cairo,Birdcage 3,6th of October,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/birdcage-3-86,33,45.45-110.38,45.45,110.38,77.91
87,Cairo,Crimson 3,Nasr City,"Thai,Asian,Vegetarian",https://talabat.com/eg/cairo/crimson-3-87,80,36.78-142.41,36.78,142.41,89.59
88,Cairo,Pier 88 3,Nasr City,"Italian,Pizza,Pasta",https://talabat.com/eg/cairo/pier-88-3-88,109,111.81-524.52,111.81,524.52,318.16
89,Cairo,The Blue Restaurant 3,Maadi,"Seafood,Mediterranean",https://talabat.com/eg/cairo/the-blue-restaurant-3-89,118,76.53-179.02,76.53,179.02,127.78
90,Cairo,Nile Maxim 3,Nasr City,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/nile-maxim-3-90,78,126.59-624.53,126.59,624.53,375.56
91,Cairo,Abou Tarek 4,Khan El Khalili,"Lebanese,Middle Eastern,Arabic",https://talabat.com/eg/cairo/abou-tarek-4-91,27,148.61-734.64,148.61,734.64,441.62
92,Cairo,Koshary Abou Tarek 4,Nasr City,"Egyptian,Arabic,Middle Eastern",https://talabat.com/eg/cairo/koshary-abou-tarek-4-92,67,144.1-355.04,144.1,355.04,249.57
93,Cairo,Sequoia 4,Pyramids Area,"American,Burgers,Fast Food",https://talabat.com/eg/cairo/sequoia-4-93,73,54.06-215.64,54.06,215.64,134.85
94,Cairo,Zooba 4,Pyramids Area,"Seafood,Mediterranean",https://talabat.com/eg/cairo/zooba-4-94,74,127.27-334.55,127.27,334.55,230.91
95,Cairo,Fasahat Somaya 4,Giza,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/fasahat-somaya-4-95,15,80.13-164.92,80.13,164.92,122.52
96,Cairo,El Prince 4,Garden City,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/el-prince-4-96,77,46.51-214.55,46.51,214.55,130.53
97,Cairo,Maison Thomas 4,Zamalek,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/maison-thomas-4-97,80,41.44-123.64,41.44,123.64,82.54
98,Cairo,Taboula 4,Garden City,"French,European,Fine Dining",https://talabat.com/eg/cairo/taboula-4-98,20,128.96-228.88,128.96,228.88,178.92
99,Cairo,Cairo Kitchen 4,Mohandessin,"Lebanese,Middle Eastern,Arabic",https://talabat.com/eg/cairo/cairo-kitchen-4-99,99,121.59-441.3,121.59,441.3,281.44
100,Cairo,Kazouza 4,Dokki,"French,European,Fine Dining",https://talabat.com/eg/cairo/kazouza-4-100,106,92.08-200.9,92.08,200.9,146.49
101,Cairo,Andrea El Mariouteya 4,Heliopolis,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/andrea-el-mariouteya-4-101,19,116.84-377.72,116.84,377.72,247.28
102,Cairo,Sea Gull 4,Maadi,"Vegetarian,Vegan,Healthy",https://talabat.com/eg/cairo/sea-gull-4-102,79,82.3-166.26,82.3,166.26,124.28
103,Cairo,Samakmak 4,Zamalek,"American,Burgers,Fast Food",https://talabat.com/eg/cairo/samakmak-4-103,118,57.32-265.72,57.32,265.72,161.52
104,Cairo,Fish Market 4,Nile Corniche,"Italian,Pizza,Pasta",https://talabat.com/eg/cairo/fish-market-4-104,22,43.73-193.28,43.73,193.28,118.5
105,Cairo,Gad 4,6th of October,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/gad-4-105,59,74.83-301.2,74.83,301.2,188.01
106,Cairo,Felfela 4,Zamalek,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/felfela-4-106,76,109.21-444.27,109.21,444.27,276.74
107,Cairo,Tikka Grill 4,Nasr City,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/tikka-grill-4-107,37,66.63-145.64,66.63,145.64,106.13
108,Cairo,El Shabrawy 4,Giza,"Indian,Asian,Vegetarian",https://talabat.com/eg/cairo/el-shabrawy-4-108,31,115.67-178.82,115.67,178.82,147.25
109,Cairo,Mori Sushi 4,Pyramids Area,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/cairo/mori-sushi-4-109,52,110.5-448.75,110.5,448.75,279.62
110,Cairo,Crimson Bar & Grill 4,Dokki,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/crimson-bar-&-grill-4-110,83,111.15-416.04,111.15,416.04,263.6
111,Cairo,Naguib Mahfouz Cafe 4,Heliopolis,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/naguib-mahfouz-cafe-4-111,91,98.29-217.19,98.29,217.19,157.74
112,Cairo,El Tabbala 4,Heliopolis,"Lebanese,Middle Eastern,Arabic",https://talabat.com/eg/cairo/el-tabbala-4-112,54,37.97-114.47,37.97,114.47,76.22
113,Cairo,Osmanly 4,Giza,"French,European,Fine Dining",https://talabat.com/eg/cairo/osmanly-4-113,100,81.56-355.88,81.56,355.88,218.72
114,Cairo,Sabaya 4,Dokki,"American,Burgers,Fast Food",https://talabat.com/eg/cairo/sabaya-4-114,60,39.24-168.25,39.24,168.25,103.75
115,Cairo,Le Deck 4,Mohandessin,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/le-deck-4-115,105,34.56-77.06,34.56,77.06,55.81
116,Cairo,Birdcage 4,Garden City,"Vegetarian,Vegan,Healthy",https://talabat.com/eg/cairo/birdcage-4-116,94,91.63-194.35,91.63,194.35,142.99
117,Cairo,Crimson 4,Khan El Khalili,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/crimson-4-117,42,139.67-389.4,139.67,389.4,264.53
118,Cairo,Pier 88 4,New Cairo,"Vegetarian,Vegan,Healthy",https://talabat.com/eg/cairo/pier-88-4-118,111,117.68-577.55,117.68,577.55,347.62
119,Cairo,The Blue Restaurant 4,Nile Corniche,"Thai,Asian,Vegetarian",https://talabat.com/eg/cairo/the-blue-restaurant-4-119,43,122.25-507.62,122.25,507.62,314.94
120,Cairo,Nile Maxim 4,Mohandessin,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/nile-maxim-4-120,33,45.55-86.12,45.55,86.12,65.84
121,Cairo,Abou Tarek 5,New Cairo,"Japanese,Sushi,Asian",https://talabat.com/eg/cairo/abou-tarek-5-121,116,128.32-212.38,128.32,212.38,170.35
122,Cairo,Koshary Abou Tarek 5,Pyramids Area,"Japanese,Sushi,Asian",https://talabat.com/eg/cairo/koshary-abou-tarek-5-122,119,73.57-160.39,73.57,160.39,116.98
123,Cairo,Sequoia 5,Nasr City,"Egyptian,Arabic,Middle Eastern",https://talabat.com/eg/cairo/sequoia-5-123,90,63.92-137.02,63.92,137.02,100.47
124,Cairo,Zooba 5,Zamalek,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/cairo/zooba-5-124,44,57.31-119.45,57.31,119.45,88.38
125,Cairo,Fasahat Somaya 5,6th of October,"Vegetarian,Vegan,Healthy",https://talabat.com/eg/cairo/fasahat-somaya-5-125,84,36.26-66.99,36.26,66.99,51.62
126,Cairo,El Prince 5,Garden City,"French,European,Fine Dining",https://talabat.com/eg/cairo/el-prince-5-126,65,110.56-487.68,110.56,487.68,299.12
127,Cairo,Maison Thomas 5,Nasr City,"Indian,Asian,Vegetarian",https://talabat.com/eg/cairo/maison-thomas-5-127,102,55.12-213.9,55.12,213.9,134.51
128,Cairo,Taboula 5,Dokki,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/taboula-5-128,71,124.16-285.39,124.16,285.39,204.77
129,Cairo,Cairo Kitchen 5,Heliopolis,"French,European,Fine Dining",https://talabat.com/eg/cairo/cairo-kitchen-5-129,44,33.06-129.43,33.06,129.43,81.25
130,Cairo,Kazouza 5,Pyramids Area,"Japanese,Sushi,Asian",https://talabat.com/eg/cairo/kazouza-5-130,110,31.72-145.39,31.72,145.39,88.55
131,Cairo,Andrea El Mariouteya 5,Khan El Khalili,"Italian,Pizza,Pasta",https://talabat.com/eg/cairo/andrea-el-mariouteya-5-131,73,101.12-278.53,101.12,278.53,189.82
132,Cairo,Sea Gull 5,Pyramids Area,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/sea-gull-5-132,68,141.18-614.79,141.18,614.79,377.99
133,Cairo,Samakmak 5,Maadi,"Italian,Pizza,Pasta",https://talabat.com/eg/cairo/samakmak-5-133,22,97.28-186.74,97.28,186.74,142.01
134,Cairo,Fish Market 5,Garden City,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/fish-market-5-134,23,144.74-583.3,144.74,583.3,364.02
135,Cairo,Gad 5,Garden City,"Thai,Asian,Vegetarian",https://talabat.com/eg/cairo/gad-5-135,16,129.73-239.5,129.73,239.5,184.62
136,Cairo,Felfela 5,New Cairo,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/felfela-5-136,26,81.59-327.82,81.59,327.82,204.7
137,Cairo,Tikka Grill 5,Dokki,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/cairo/tikka-grill-5-137,107,66.19-117.87,66.19,117.87,92.03
138,Cairo,El Shabrawy 5,Nasr City,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/el-shabrawy-5-138,52,58.22-201.7,58.22,201.7,129.96
139,Cairo,Mori Sushi 5,Heliopolis,"Lebanese,Middle Eastern,Arabic",https://talabat.com/eg/cairo/mori-sushi-5-139,48,40.76-152.83,40.76,152.83,96.8
140,Cairo,Crimson Bar & Grill 5,Pyramids Area,"Indian,Asian,Vegetarian",https://talabat.com/eg/cairo/crimson-bar-&-grill-5-140,84,105.49-447.05,105.49,447.05,276.27
141,Cairo,Naguib Mahfouz Cafe 5,Garden City,"Thai,Asian,Vegetarian",https://talabat.com/eg/cairo/naguib-mahfouz-cafe-5-141,30,95.46-374.26,95.46,374.26,234.86
142,Cairo,El Tabbala 5,Nile Corniche,"Thai,Asian,Vegetarian",https://talabat.com/eg/cairo/el-tabbala-5-142,112,116.34-562.39,116.34,562.39,339.37
143,Cairo,Osmanly 5,Mohandessin,"Egyptian,Arabic,Middle Eastern",https://talabat.com/eg/cairo/osmanly-5-143,67,36.82-81.86,36.82,81.86,59.34
144,Cairo,Sabaya 5,Maadi,"Egyptian,Arabic,Middle Eastern",https://talabat.com/eg/cairo/sabaya-5-144,114,35.61-174.84,35.61,174.84,105.22
145,Cairo,Le Deck 5,Garden City,"French,European,Fine Dining",https://talabat.com/eg/cairo/le-deck-5-145,82,34.81-119.64,34.81,119.64,77.22
146,Cairo,Birdcage 5,Giza,"American,Burgers,Fast Food",https://talabat.com/eg/cairo/birdcage-5-146,109,91.22-425.36,91.22,425.36,258.29
147,Cairo,Crimson 5,Dokki,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/cairo/crimson-5-147,85,47.73-196.15,47.73,196.15,121.94
148,Cairo,Pier 88 5,Zamalek,"Lebanese,Middle Eastern,Arabic",https://talabat.com/eg/cairo/pier-88-5-148,36,93.8-256.46,93.8,256.46,175.13
149,Cairo,The Blue Restaurant 5,Pyramids Area,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/cairo/the-blue-restaurant-5-149,109,108.55-354.33,108.55,354.33,231.44
150,Cairo,Nile Maxim 5,Nasr City,"Turkish,Kebab,Middle Eastern",https://talabat.com/eg/cairo/nile-maxim-5-150,100,118.69-302.01,118.69,302.01,210.35
151,Cairo,Abou Tarek 6,Downtown Cairo,"Italian,Pizza,Pasta",https://talabat.com/eg/cairo/abou-tarek-6-151,25,86.16-193.61,86.16,193.61,139.88
152,Cairo,Koshary Abou Tarek 6,Khan El Khalili,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/koshary-abou-tarek-6-152,111,36.68-183.26,36.68,183.26,109.97
153,Cairo,Sequoia 6,Garden City,"Greek,Mediterranean,Seafood",https://talabat.com/eg/cairo/sequoia-6-153,104,125.7-337.66,125.7,337.66,231.68
154,Cairo,Zooba 6,Khan El Khalili,"Korean,Asian,BBQ",https://talabat.com/eg/cairo/zooba-6-154,59,53.99-220.28,53.99,220.28,137.13
155,Cairo,Fasahat Somaya 6,Mohandessin,"Vegetarian,Vegan,Healthy",https://talabat.com/eg/cairo/fasahat-somaya-6-155,110,50.62-94.4,50.62,94.4,72.51
156,Cairo,El Prince 6,6th of October,"American,Burgers,Fast Food",https://talabat.com/eg/cairo/el-prince-6-156,78,90.11-249.91,90.11,249.91,170.01
157,Cairo,Maison Thomas 6,Downtown Cairo,"Lebanese,Middle Eastern,Arabic",https://talabat.com/eg/cairo/maison-thomas-6-157,41,149.96-381.32,149.96,381.32,265.64
158,Cairo,Taboula 6,Dokki,"Chinese,Asian,Dim Sum",https://talabat.com/eg/cairo/taboula-6-158,16,76.1-259.05,76.1,259.05,167.57
159,Cairo,Cairo Kitchen 6,Giza,"Mexican,Latin,Tacos",https://talabat.com/eg/cairo/cairo-kitchen-6-159,102,127.34-344.14,127.34,344.14,235.74
160,Cairo,Kazouza 6,Garden City,"American,Burgers,Fast Food",https://talabat.com/eg/cairo/kazouza-6-160,70,132.53-547.19,132.53,547.19,339.86
